LINE,STATION,YEAR,SURVEY_DATE_USED,WHETHER_SURVEYED,IN_0200_0600,OUT_0200_0600,IN_0600_0930,OUT_0600_0930,IN_0930_1500,OUT_0930_1500,IN_1500_1830,OUT_1500_1830,IN_1830_0200,OUT_1830_0200,IN_24_HOURS,OUT_24_HOURS,RANK,STATION_SORT_ID
Bankstown,Erskineville,2007,26/05/2004,No,10,10,880,290,290,280,230,620,100,300,1510,1510,123,601
Bankstown,St Peters,2007,22/05/2007,Yes,20,20,1280,670,470,430,670,930,150,540,2590,2590,84,602
Bankstown,Marrickville,2007,23/05/2007,Yes,40,30,1400,520,1170,990,880,1560,240,620,3730,3730,55,603
Bankstown,Dulwich Hill,2007,11/05/2004,No,10,10,940,140,390,300,240,880,60,300,1640,1640,117,604
Bankstown,Hurlstone Park,2007,24/05/2007,Yes,10,10,800,70,220,180,110,670,30,240,1170,1170,141,605
Bankstown,Canterbury,2007,27/10/2005,No,20,10,640,540,350,340,690,670,60,210,1760,1760,109,606
Bankstown,Campsie,2007,1/06/2006,No,60,60,2570,770,2140,1750,1370,2770,390,1180,6530,6530,37,607
Bankstown,Belmore,2007,29/05/2007,Yes,40,20,1290,380,610,640,600,1370,60,200,2600,2600,82,608
Bankstown,Lakemba,2007,30/05/2007,Yes,60,30,1700,440,1090,970,930,1910,140,580,3920,3920,53,609
Bankstown,Wiley Park,2007,11/05/2004,No,10,10,940,200,290,250,230,790,40,270,1510,1510,123,610
Bankstown,Punchbowl,2007,30/05/2007,Yes,40,20,1550,290,670,500,410,1660,90,290,2760,2760,77,611
Bankstown,Bankstown,2007,5/06/2007,Yes,150,70,2870,1540,2860,2670,1920,2930,330,900,8130,8130,28,612
Bankstown,Yagoona,2007,12/05/2004,No,30,10,950,130,290,290,190,810,40,250,1500,1500,126,613
Bankstown,Birrong,2007,6/06/2007,Yes,10,10,290,380,190,130,340,260,20,80,850,850,160,614
Bankstown,Berala,2007,25/05/2005,No,10,10,1020,120,280,330,270,960,40,200,1620,1620,119,615
Bankstown,Regents Park,2007,24/05/2005,No,30,10,620,580,390,320,820,750,60,260,1920,1920,100,616
Bankstown,Sefton,2007,25/05/2005,No,10,10,380,280,190,120,280,390,20,90,880,880,155,617
Bankstown,Chester Hill,2007,21/08/2007,Yes,30,10,720,330,490,500,340,640,60,150,1640,1640,117,618
Bankstown,Leightonfield,2007,25/05/2005,No,0,0,20,130,70,90,120,30,50,10,260,260,214,619
Bankstown,Villawood,2007,31/05/2005,No,10,10,260,100,160,160,130,250,30,70,590,590,178,620
Bankstown,Carramar,2007,23/05/2007,Yes,10,0,310,50,100,100,70,270,20,90,510,510,186,621
South,Flemington,2007,19/05/2005,No,30,30,980,840,960,950,940,950,190,330,3100,3100,67,701
South,Lidcombe,2007,22/05/2007,Yes,90,90,4410,1930,2450,2040,2390,3970,710,2020,10050,10050,21,702
South,Merrylands,2007,26/08/2004,No,80,40,2330,780,1140,1340,1200,2090,210,710,4960,4960,45,703
South,Guildford,2007,29/05/2007,Yes,50,20,1610,110,710,700,180,1410,120,420,2670,2670,79,704
South,Yennora,2007,26/05/2005,No,10,10,220,220,90,210,310,200,80,70,710,710,170,705
South,Fairfield,2007,15/08/2007,Yes,150,70,3740,1380,2460,2270,1880,3550,430,1380,8660,8660,24,706
South,Canley Vale,2007,26/05/2005,No,40,20,1090,160,360,310,220,930,50,340,1760,1760,109,707
South,Cabramatta,2007,14/08/2007,Yes,190,100,4440,1370,3490,3560,2390,4640,630,1470,11140,11140,17,708
South,Warwick Farm,2007,1/06/2005,No,40,20,1150,270,430,390,330,990,70,350,2020,2020,99,709
South,Liverpool,2007,30/05/2007,Yes,160,80,2850,2120,2580,2480,2580,2780,480,1190,8650,8650,25,710
South,Casula,2007,31/05/2007,Yes,0,0,100,20,40,40,30,90,10,30,180,180,234,711
Olympic Park,Olympic Park,2007,9/02/2005,No,0,0,20,250,250,370,380,70,60,20,710,710,170,801
Western,Auburn,2007,23/10/2007,Yes,90,90,3960,1980,2750,2410,2260,4080,630,1130,9690,9690,23,901
Western,Clyde,2007,17/08/2004,No,10,0,170,200,110,120,170,160,80,50,540,540,183,902
Western,Granville,2007,23/05/2007,Yes,120,60,2930,1220,1710,1530,1590,2780,480,1230,6830,6830,34,903
Western,Harris Park,2007,18/05/2005,No,10,10,600,220,390,380,290,560,80,200,1370,1370,134,904
Western,Parramatta,2007,9/08/2007,Yes,490,240,5560,9880,4900,5660,11580,6920,3530,3360,26060,26060,4,905
Western,Westmead,2007,24/05/2007,Yes,120,60,2670,2040,2090,1500,1930,2030,340,1510,7150,7150,31,906
Western,Wentworthville,2007,29/05/2007,Yes,50,20,1500,140,440,370,230,1300,60,440,2280,2280,90,907
Western,Pendle Hill,2007,30/05/2007,Yes,50,30,1610,460,690,650,560,1420,120,490,3030,3030,69,908
Western,Toongabbie,2007,15/09/2004,No,30,20,1030,200,380,360,270,890,60,300,1770,1770,108,909
Western,Seven Hills,2007,1/04/2003,Yes,120,60,3870,1000,1120,1060,1280,3410,220,1080,6610,6610,36,910
Western,Blacktown,2007,29/08/2006,No,260,130,6380,2930,3360,3180,3950,6360,1110,2460,15060,15060,12,911
Western,Marayong,2007,15/08/2007,Yes,20,10,520,100,220,200,150,470,40,170,950,950,151,912
Western,Quakers Hill,2007,15/08/2007,Yes,50,20,1780,280,450,410,330,1420,60,530,2670,2670,79,913
Western,Schofields,2007,14/08/2007,Yes,10,10,400,20,80,70,40,300,10,130,540,540,183,914
Western,Riverstone,2007,12/05/2005,No,20,10,550,190,220,210,210,480,40,150,1040,1040,146,915
Western,Vineyard,2007,18/05/2005,No,0,0,10,10,10,10,10,10,0,0,30,30,268,916
Western,Mulgrave,2007,7/06/2005,No,0,0,140,50,50,40,50,120,10,40,250,250,218,917
Western,Windsor,2007,8/06/2006,No,20,10,400,50,150,150,90,300,30,180,690,690,172,918
Western,Clarendon,2007,17/05/2005,No,0,0,40,20,30,30,20,40,10,20,100,100,246,919
Western,East Richmond,2007,17/05/2005,No,10,0,130,130,40,130,190,110,50,40,420,420,191,920
Western,Richmond,2007,17/05/2005,No,30,10,520,110,210,190,150,460,30,170,940,940,152,921
Western,Doonside,2007,2/06/2005,No,30,20,1100,200,350,310,250,940,50,320,1780,1780,107,922
Western,Rooty Hill,2007,31/05/2007,Yes,50,20,1730,230,510,480,320,1470,70,480,2680,2680,78,923
Western,Mount Druitt,2007,31/05/2005,No,130,60,4190,670,1620,1360,830,3540,200,1350,6970,6970,33,924
Western,St Marys,2007,1/06/2006,No,70,40,2130,810,980,780,930,1980,160,670,4270,4270,49,925
Western,Werrington,2007,5/06/2007,Yes,20,10,650,80,220,190,130,560,30,210,1050,1050,145,926
Western,Kingswood,2007,6/06/2007,Yes,40,20,1120,600,650,560,650,1020,110,380,2570,2570,85,927
Western,Penrith,2007,14/08/2007,Yes,200,60,2870,1290,1560,1410,1890,3050,620,1320,7140,7140,32,928
Western,Emu Plains,2007,19/05/2005,No,40,20,1110,210,360,300,260,940,50,340,1820,1820,104,929
Carlingford,Rosehill,2007,28/07/2005,No,0,0,20,20,30,40,30,20,10,10,90,90,248,1001
Carlingford,Camellia,2007,28/07/2005,No,0,0,0,20,10,10,10,10,10,0,30,30,268,1002
Carlingford,Rydalmere,2007,28/07/2005,No,10,0,20,180,40,80,160,20,60,10,290,290,208,1003
Carlingford,Dundas,2007,28/07/2005,No,10,0,100,10,60,20,10,120,10,20,190,190,230,1004
Carlingford,Telopea,2007,28/07/2005,No,10,0,170,10,60,30,60,210,10,50,310,310,206,1005
Carlingford,Carlingford,2007,28/07/2005,No,10,0,240,120,100,60,100,200,10,80,460,460,189,1006
Inner West,Macdonaldtown,2007,26/10/2005,No,10,10,390,140,250,250,120,280,50,140,820,820,162,1101
Inner West,Newtown,2007,3/05/2005,No,40,40,1820,760,1280,1030,880,1560,510,1130,4530,4530,47,1102
Inner West,Stanmore,2007,4/05/2005,No,20,20,1410,690,460,450,800,1110,80,500,2770,2770,76,1103
Inner West,Petersham,2007,10/05/2005,No,30,30,1310,970,910,750,950,1200,190,450,3390,3390,61,1104
Inner West,Lewisham,2007,10/05/2005,No,10,10,780,360,390,350,400,720,80,240,1660,1660,114,1105
Inner West,Summer Hill,2007,24/10/2007,Yes,30,30,1710,380,580,440,480,1510,110,550,2910,2910,73,1106
Inner West,Ashfield,2007,8/06/2006,No,90,100,4780,1410,2730,2110,2130,4240,610,2480,10340,10340,19,1107
Inner West,Croydon,2007,5/05/2005,No,10,20,1260,540,290,340,550,900,70,380,2180,2180,91,1108
Inner West,Burwood,2007,6/06/2007,Yes,110,110,4240,2470,3420,3190,3710,4690,780,1810,12260,12260,15,1109
Inner West,Strathfield,2007,31/05/2007,Yes,170,170,7420,3310,4610,3730,4880,6980,2140,5020,19220,19220,6,1110
Inner West,Homebush,2007,24/05/2006,No,10,10,610,350,400,370,390,560,70,190,1480,1480,128,1111
Northern via Strathfield,North Strathfield,2007,22/05/2007,Yes,20,20,1220,410,430,310,540,1140,80,400,2290,2290,89,1201
Northern via Strathfield,Concord West,2007,23/05/2007,Yes,20,20,1000,430,720,720,560,970,150,320,2450,2450,88,1202
Northern via Strathfield,Rhodes,2007,7/08/2007,Yes,30,30,840,1060,330,990,1500,770,410,270,3110,3110,66,1203
Northern via Strathfield,Meadowbank,2007,7/08/2007,Yes,30,30,1260,720,950,570,520,1400,260,310,3020,3020,70,1204
Northern via Strathfield,West Ryde,2007,24/05/2007,Yes,110,60,2910,1220,1430,1360,1550,2770,450,1060,6450,6450,38,1205
Northern via Strathfield,Denistone,2007,29/05/2007,Yes,0,0,250,20,70,60,40,220,10,70,370,370,198,1206
Northern via Strathfield,Eastwood,2007,7/08/2007,Yes,120,60,3580,860,1680,1400,1010,2920,340,1500,6730,6730,35,1207
Northern via Strathfield,Epping,2007,30/05/2007,Yes,140,70,4240,1830,1520,1690,2090,3310,590,1670,8580,8580,26,1208
Northern via Macquarie Park,Cheltenham,2007,31/05/2007,Yes,10,10,670,550,240,130,470,550,10,160,1400,1400,131,1304
Northern via Macquarie Park,Beecroft,2007,5/06/2007,Yes,30,20,1480,140,260,280,220,1180,40,420,2030,2030,98,1305
Northern via Macquarie Park,Pennant Hills,2007,8/06/2006,No,50,30,2100,640,550,500,920,1970,90,580,3710,3710,56,1306
Northern via Macquarie Park,Thornleigh,2007,6/06/2007,Yes,40,20,1130,160,400,360,250,990,70,350,1890,1890,102,1307
Northern via Macquarie Park,Normanhurst,2007,7/06/2007,Yes,10,10,590,570,250,190,530,460,20,170,1400,1400,131,1308
North Shore,Milsons Point,2007,24/05/2005,No,60,60,1890,2290,1330,1310,2510,1710,520,930,6310,6310,40,1401
North Shore,North Sydney,2007,14/08/2007,Yes,240,220,2430,16240,4150,4100,15160,3290,3020,1150,25000,25000,5,1402
North Shore,Waverton,2007,28/02/2006,No,20,20,1110,210,380,280,290,820,70,540,1870,1870,103,1403
North Shore,Wollstonecraft,2007,28/02/2006,No,20,20,1400,100,420,270,190,1060,70,650,2100,2100,92,1404
North Shore,St Leonards,2007,23/05/2006,No,130,120,2650,7170,2400,2390,6750,2500,1350,1090,13280,13280,14,1405
North Shore,Artarmon,2007,19/05/2005,No,70,40,2370,640,790,950,850,1840,250,870,4330,4330,48,1406
North Shore,Chatswood,2007,8/08/2007,Yes,160,160,3940,6260,4310,4010,7410,5070,1700,2040,17520,17520,10,1407
North Shore,Roseville,2007,25/05/2005,No,20,20,1500,280,470,440,410,1210,140,590,2540,2540,87,1408
North Shore,Lindfield,2007,25/10/2007,Yes,30,30,1880,400,770,810,540,1650,140,480,3360,3360,62,1409
North Shore,Killara,2007,31/05/2007,Yes,10,20,1400,220,310,300,300,1220,80,340,2100,2100,92,1410
North Shore,Gordon,2007,24/10/2007,Yes,50,50,3670,1590,1110,1020,2060,3180,310,1370,7200,7200,30,1411
North Shore,Pymble,2007,25/05/2005,No,20,20,1270,770,430,300,800,1300,120,270,2640,2640,81,1412
North Shore,Turramurra,2007,25/05/2005,No,30,30,2330,330,650,650,440,1960,100,580,3550,3550,58,1413
North Shore,Warrawee,2007,27/10/2005,No,10,10,460,440,100,80,500,380,10,160,1080,1080,144,1414
